1.4376230348660288, 1.4230190507224056, 1.3829536058404661, 1.2875438414985674, 1.1344841633031042, 1.1510377503504259, 0.8975848570455427, 0.7574651393653291, 0.7284607473833616, 0.644200782488198, 0.6615841037535319, 0.6792883537716818, 0.6712255951093886, 0.7106776296824416, 0.6835747142844885, 0.6467275079625173, 0.7663597696879548, 0.6264395546666175, 1.0395132181097266, 0.7770002481611463, 0.45431921351668303, 0.0

